ISO28178
FILE_DESCRIPTOR	"FOGRA55"
ORIGINATOR	"Fogra, www.fogra.org, developed with GMG GmbH & Co. KG"
CREATED	"May 2021"
TARGET_TYPE	"7C-ECG"
INSTRUMENTATION	"D50. 2 degree. geometry 45/0. no polarisation filter. white backing. according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"7C CMYKOGV reference data-set"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"M1"
WEIGHTING_FUNCTION	"ILLUMINANT. D50; OBSERVER. 2 degree"
KEYWORD	"TRACEABILITY"
TRACEABILITY	"NIST"
LGOROWLENGTH	"0"
LGOMCCHANNEL01	"InkName = 'Cyan' LabFullToneColor = '62 -44 -50'"
LGOMCCHANNEL02	"InkName = 'Magenta' LabFullToneColor = '52 81 -7'"
LGOMCCHANNEL03	"InkName = 'Yellow' LabFullToneColor = '95 -6 95'"
LGOMCCHANNEL04	"InkName = 'Black' LabFullToneColor = '12 2 0'"
LGOMCCHANNEL05	"InkName = 'Orange' LabFullToneColor = '65 58 88'"
LGOMCCHANNEL06	"InkName = 'Green' LabFullToneColor = '60 -75 0'"
LGOMCCHANNEL07	"InkName = 'Violet' LabFullToneColor = '22 47 -56'"
NUMBER_OF_FIELDS 11
BEGIN_DATA_FORMAT
SAMPLE_ID	PC7_1	PC7_2	PC7_3	PC7_4	PC7_5	PC7_6	PC7_7	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS 4884
BEGIN_DATA
3644	40	40	100	40	0	0	40	31.7	9.23	23.96
3645	100	100	40	40	0	0	100	12.09	16.52	-17.7
3646	0	70	100	40	0	0	40	30.57	29.97	24.92
3647	70	0	0	0	40	40	70	22.82	5.3	-23.41
3648	0	0	70	0	100	0	70	35.98	40.95	43.86
3649	40	0	0	0	40	40	100	16.29	19.68	-25.67
3650	70	40	100	0	70	0	0	35.91	17.84	36.12
3651	100	40	100	40	100	0	0	19.6	5.19	14.88
3652	70	100	0	0	0	100	0	19.42	-0.85	-30.22
3653	40	100	0	0	0	70	0	24.32	20.43	-25.42
3654	40	100	40	0	0	100	0	19.27	-0.7	-13.88
3655	0	0	100	0	0	70	70	32.94	-14.22	23.62
3656	0	40	70	0	40	0	40	46.32	39.97	37.91
3657	70	0	0	0	70	100	0	27.4	-23.75	3
3658	0	100	40	0	40	40	0	35.7	51.56	22.33
3659	40	70	0	0	70	70	0	25.15	15.69	7.79
3660	40	100	0	0	0	40	100	14.35	25.91	-28.03
3661	70	70	0	0	0	70	70	17.72	10.3	-31.14
3662	40	40	70	0	0	0	100	18.85	24.31	-13.43
3663	0	100	0	0	0	0	100	19.47	42.71	-24.6
3664	0	100	0	0	0	0	100	19.47	42.71	-24.6
3665	70	0	0	40	100	0	40	20.99	13.38	13.66
3666	40	0	40	0	70	0	100	18.79	24.77	1.88
3667	40	0	40	0	100	40	100	17.04	14.41	10.99
3668	40	0	0	80	40	0	100	11.64	10.99	-6.47
3669	40	40	40	0	40	0	100	16.83	30.96	-12.48
3670	0	0	70	80	70	0	70	16.81	13.71	11.31
3671	0	0	40	80	0	0	70	18.24	8.66	-3.37
3672	40	100	40	0	100	0	40	28.52	45.41	29.16
3673	40	0	100	0	40	0	70	31.6	15.83	25.33
3674	0	100	40	0	100	40	40	29.65	43.66	32.89
3675	0	40	70	0	70	0	100	23.58	38.12	19.36
3676	0	40	40	40	40	40	100	13.51	18.7	-3.17
3677	40	100	40	0	40	100	0	17.47	4.77	-2.87
3678	0	0	70	0	70	40	100	20.26	23.37	13.8
3679	0	40	0	80	0	40	100	11.37	11.24	-8.83
3680	0	70	0	80	70	70	0	15.87	5.85	8.19
3681	0	0	100	40	40	0	70	28.97	20.6	27.18
3682	70	40	0	80	70	0	0	18.68	4.17	7.96
3683	0	100	0	0	40	100	100	11.98	13.22	-7.5
3684	0	0	100	80	0	40	70	16.2	1.69	7.73
3685	0	70	0	0	100	40	40	28.53	39.44	28.7
3686	100	40	40	0	0	40	100	15.5	16.68	-30.6
3687	100	0	0	80	40	0	0	19.41	-8.25	-6.44
3688	40	0	40	40	0	100	40	27.45	-31.07	0.07
3689	0	70	40	0	70	100	0	23.44	7.22	16
3690	40	100	0	80	0	70	0	13	5.56	-6.65
3691	0	100	0	40	70	40	0	26.36	35.55	19.2
3692	100	40	40	40	0	100	40	20.82	-14.67	-6.57
3693	0	40	100	40	40	0	100	17.47	22.32	11.19
3694	0	40	100	80	0	70	0	21.18	-9.59	14.77
3695	40	40	0	80	40	0	0	23.06	8.38	3.95
3696	0	100	0	0	0	0	100	19.47	42.71	-24.6
3697	40	0	0	0	40	0	0	64.48	11.11	1.42
3698	0	0	40	0	40	0	0	78.65	26.42	48.91
3699	100	100	0	80	0	0	70	11.62	9.5	-10.77
3700	40	20	70	0	0	0	0	66.2	-10.17	31.17
3701	0	0	40	80	70	0	0	29.29	15.82	26.34
3702	40	40	0	80	0	0	40	19.04	7.84	-10.77
3703	70	40	0	40	0	0	40	27.73	7.56	-30.54
3704	40	20	100	0	0	0	0	64.71	-11.1	56.67
3705	0	100	0	40	0	0	70	20.04	36.17	-13.48
3706	70	0	0	40	0	0	100	15.39	25.78	-42.88
3707	40	50	40	0	0	0	0	55.77	13.14	0.35
3708	100	0	70	80	0	70	0	19.58	-24.03	3.58
3709	0	0	70	40	0	40	0	55.99	-22.29	36.87
3710	40	40	0	0	40	0	0	52.24	27.44	-0.05
3711	0	40	40	100	100	0	0	17.23	5.97	14.42
3712	40	40	100	100	0	0	0	13.92	-2.03	5.32
3713	40	30	30	0	0	0	0	64.56	0.33	-4.14
3714	40	100	100	0	0	0	0	36.7	45.88	24.52
3715	70	70	0	0	0	0	100	15.8	32.89	-44.28
3716	40	100	40	80	0	0	0	17.01	16.14	0.53
3717	0	100	70	40	100	0	0	34.7	51.26	43.27
3718	100	0	0	100	0	0	40	11.69	2.89	-5.29
3719	100	40	0	40	0	0	0	32.23	-11.47	-37.07
3720	0	0	70	80	0	100	0	24.25	-27.97	15.2
3721	30	30	55	0	0	0	0	66.74	2.75	20.39
3722	20	100	40	0	0	0	0	42.48	61.62	5.11
3723	0	100	70	80	70	0	0	22.02	23.75	20.41
3724	30	30	30	80	0	0	0	27.5	1.05	0.8
3725	40	0	0	40	0	0	0	58.32	-9.67	-17.98
3726	0	70	100	80	0	0	0	23.1	15.17	18.22
3727	100	0	0	0	0	0	70	28.62	13.04	-58.13
3728	20	20	20	40	0	0	0	56.68	2.01	-1.02
3729	40	0	0	0	40	0	0	64.48	11.11	1.42
3730	40	0	0	0	40	0	0	64.48	11.11	1.42
3731	0	40	0	20	0	0	0	65.83	23.81	-8.37
3732	70	20	0	0	0	0	100	18.28	36.21	-56.63
3733	0	0	0	20	0	0	100	19.46	40.09	-48.13
3734	20	0	0	20	0	100	0	49.52	-63.68	-4.35
3735	0	40	0	80	100	0	70	15.19	15.18	9.44
3736	70	0	20	80	0	0	0	26.01	-12.31	-9.02
3737	0	0	100	40	40	70	0	40.46	-12.27	42.51
3738	20	0	0	80	0	0	0	34.28	-2.85	-5.94
3739	40	20	0	20	0	0	0	62.05	-1.2	-22.23
3740	0	0	0	80	40	40	40	19.51	4.38	2.42
3741	0	0	0	0	100	40	100	17.64	23.51	12.37
3742	55	40	40	60	0	0	0	32.65	-2.28	-2.28
3743	0	0	0	80	70	40	70	14.23	8.61	4.4
3744	0	0	40	80	70	40	0	24.05	6.5	19.14
3745	0	0	40	40	40	40	40	36.58	5.4	18.12
3746	0	0	0	80	40	100	0	19.16	-15.05	5.03
3747	20	0	20	0	0	40	0	73.4	-31.92	3.32
3748	0	0	0	40	70	0	40	36.78	29.44	22.11
3749	0	0	100	0	40	0	100	25.58	31.95	20.32
3750	20	0	20	80	0	0	0	33.62	-4.21	0.42
3751	0	0	100	40	0	0	100	19.19	18.35	7.26
3752	0	0	0	100	100	100	100	10.2	5.18	2.96
3753	0	40	0	0	70	0	40	43.14	48.23	27.54
3754	40	0	0	40	0	40	70	24.34	3.71	-26.57
3755	20	70	0	0	0	0	70	28.24	39.6	-30.23
3756	100	70	40	20	0	0	0	28.13	-7.69	-23.54
3757	30	20	20	60	0	0	0	42.82	-1.04	-3.21
3758	20	0	100	0	0	100	0	55.86	-70.89	48.08
3759	0	40	40	0	0	100	0	44.21	-49.39	10.32
3760	20	70	20	20	0	0	0	47.21	35.04	-5.08
3761	40	20	40	20	0	0	0	59.61	-6.95	4.41
3762	40	0	0	0	40	0	0	64.48	11.11	1.42
3763	40	0	0	0	40	0	0	64.48	11.11	1.42
3764	40	40	100	0	0	40	0	49.13	-16.42	38.57
3765	0	70	40	0	40	0	40	39.89	50.3	21.75
3766	0	40	0	0	100	70	0	33.72	28.1	37.64
3767	70	0	0	0	100	100	0	21.58	-8.11	13
3768	0	70	0	0	70	100	0	22.32	5.33	8.57
3769	0	40	70	40	0	0	70	26.5	20.64	7.11
3770	40	40	40	0	0	70	0	44.99	-30.51	1.67
3771	70	0	70	40	40	0	0	36.93	-8.8	20.06
3772	0	100	0	0	0	70	100	13.82	22.49	-20.79
3773	0	40	0	0	0	70	0	53.32	-20.33	-8.5
3774	70	0	0	0	70	0	0	43.27	11.27	7.96
3775	0	70	40	0	0	0	40	42.72	44.3	3.44
3776	0	40	0	0	70	70	40	26.78	17.6	11.75
3777	100	100	0	40	40	0	0	18.73	9.76	-13.88
3778	0	0	70	40	0	0	70	31.91	10.76	9.59
3779	70	0	40	0	70	40	0	36.36	-3.88	18.97
3780	40	0	100	0	100	40	0	42.09	20.53	52.27
3781	20	40	40	60	0	0	0	39.03	7.63	6.7
3782	100	40	100	40	0	0	100	13.32	3.21	-6.19
3783	100	0	40	0	40	40	0	36.84	-37.19	-3.28
3784	70	70	0	0	40	70	0	24.66	-1.42	-12.91
3785	0	0	40	0	40	40	100	19.03	21.63	-6.82
3786	40	0	0	0	40	100	40	28.4	-23.04	-7.6
3787	0	0	70	0	0	100	40	41.57	-47.19	21.68
3788	100	40	0	0	0	100	40	25.59	-17.34	-29.29
3789	0	0	40	0	70	0	100	23.19	34.53	10.36
3790	70	70	70	60	0	0	0	23.18	2.47	2.77
3791	0	100	100	0	0	70	0	28.86	30.37	19.23
3792	100	100	70	60	0	0	0	16.55	1.19	-5.07
3793	70	40	0	0	40	40	0	35.7	-3.84	-12.92
3794	40	100	100	0	0	0	40	27.79	38.41	13.5
3795	40	0	0	0	40	0	0	64.48	11.11	1.42
3796	40	0	0	0	40	0	0	64.48	11.11	1.42
3797	100	40	40	0	40	0	100	15.19	22.04	-18.94
3798	100	40	0	0	40	0	70	18.39	13.32	-30.18
3799	70	40	0	80	40	0	0	19.86	2.37	-0.98
3800	40	40	100	0	40	0	100	18.78	22.82	8.21
3801	70	40	0	80	0	100	0	16.02	-12.81	-7.56
3802	0	40	40	40	40	100	40	21.73	-10.39	9.87
3803	0	70	0	80	0	40	0	20.07	9.19	-3.45
3804	40	100	0	0	0	40	70	17.91	28.09	-26.57
3805	40	0	40	80	100	0	0	22.84	10.84	22.79
3806	40	100	0	0	40	40	40	21.99	34.14	-6.87
3807	0	40	100	40	0	100	40	24.89	-18	16.81
3808	40	40	0	40	40	100	40	19.03	-10.48	-2.24
3809	0	70	0	0	40	70	100	14.17	19.24	-10.07
3810	70	40	0	0	70	100	0	21.61	-13.32	-0.26
3811	70	0	40	80	0	0	100	11.63	8.99	-10.11
3812	70	70	0	0	0	40	100	14.62	22.95	-36.83
3813	0	40	40	0	40	100	40	29.5	-13.93	13.72
3814	0	0	40	0	40	70	100	16.95	12.43	-6.02
3815	0	40	0	40	100	100	40	13.64	9.8	7.19
3816	40	40	0	0	100	40	100	15.4	15.66	6.53
3817	0	0	70	0	100	70	40	31.48	18.32	35.71
3818	100	0	0	40	100	0	100	11.61	8.35	-0.72
3819	0	70	0	80	100	40	0	18.73	13.68	15.01
3820	0	100	40	40	100	0	100	17.48	25.89	13.51
3821	0	40	40	0	0	100	70	22.14	-10.17	-7.88
3822	40	100	0	0	0	70	70	15.58	19.44	-25
3823	100	0	0	80	70	0	40	14.42	1.07	0.66
3824	0	40	40	0	100	100	40	19.85	14.22	17.47
3825	100	70	0	0	40	40	0	24.08	-3.42	-21.02
3826	40	0	0	0	70	100	70	16.91	-0.49	-2.45
3827	100	100	100	0	40	0	40	17.59	9.54	1.52
3828	40	0	0	0	40	0	0	64.48	11.11	1.42
3829	0	40	0	0	0	40	0	62.57	2.38	-8.85
3830	100	40	0	0	0	0	70	23.09	18.58	-51.85
3831	0	0	70	0	40	0	0	77.95	25.79	70.99
3832	100	0	100	0	0	40	0	46.29	-69.85	22.79
3833	30	30	40	0	0	0	0	67.57	3.98	8.28
3834	70	0	0	40	0	40	0	43.44	-30.91	-21.85
3835	0	0	0	40	0	70	0	51.09	-35.64	-1.69
3836	40	0	0	0	0	40	40	48.15	-14.02	-28.22
3837	70	0	0	40	0	0	40	34.45	-2.59	-33.48
3838	0	0	0	100	40	0	0	17.16	1.86	7.34
3839	0	100	0	0	100	100	100	12.28	13.42	4.09
3840	0	40	70	80	70	0	0	25.74	19.4	25.04
3841	10	30	10	0	0	0	0	76.27	15.81	-5.6
3842	55	30	55	0	0	0	0	57.67	-10.69	7.6
3843	0	70	100	0	100	0	0	51.15	67.19	70.75
3844	40	0	40	100	0	0	0	14.44	-3.26	0.64
3845	40	100	100	80	0	0	0	17.19	12.64	9
3846	0	70	40	80	100	0	0	23.2	23.59	24.15
3847	40	0	40	40	0	0	0	55.94	-14.96	6.09
3848	100	0	40	0	0	70	0	46.27	-64.39	-9.43
3849	40	30	40	0	0	0	0	63.97	-0.88	3.41
3850	0	0	40	40	0	40	0	57.15	-21.58	18.48
3851	0	100	100	0	40	0	0	47.33	70.46	54.6
3852	70	40	0	80	0	0	70	13.62	9.1	-14.1
3853	100	70	100	0	0	0	0	30.07	-20.37	4.96
3854	70	0	70	40	0	40	0	40.38	-39.8	13.09
3855	100	0	0	100	0	100	0	12.43	-7.72	-1.77
3856	100	0	0	80	0	0	0	22.35	-14.4	-20.14
3857	0	70	40	80	0	0	0	23.82	17.54	6.14
3858	40	0	40	40	0	100	0	38.59	-53.31	7.86
3859	100	0	40	100	0	0	0	12.48	-5.55	-2.32
3860	100	100	100	0	0	100	0	18.7	-16.26	-5.19
3861	0	40	0	0	0	40	0	62.57	2.38	-8.85
3862	0	40	0	0	0	40	0	62.57	2.38	-8.85
3863	0	0	0	80	0	100	40	17.91	-11.11	-3.59
3864	20	40	0	80	0	0	0	27.86	7.08	-5.85
3865	20	0	0	0	0	0	70	41.78	20.99	-40.17
3866	0	0	0	0	40	70	0	55.16	-16.11	12.83
3867	0	0	0	40	70	0	100	16.63	24.14	-0.22
3868	100	20	0	0	0	0	40	35.71	-2.52	-52.93
3869	0	40	0	40	100	0	100	16.62	25.34	11.46
3870	20	0	0	20	0	40	0	64.83	-26.2	-9.88
3871	0	0	0	40	100	100	70	14	5.26	7.13
3872	40	0	20	80	0	0	0	30.63	-7.15	-3.15
3873	20	0	40	0	0	70	0	63.83	-52.15	16.84
3874	0	70	70	20	0	0	0	50.42	41.66	31.53
3875	40	0	40	40	0	0	40	38.99	-3.13	-5.49
3876	40	0	0	20	0	0	70	33.02	16.12	-39.33
3877	0	0	0	0	40	70	40	38.65	-5.16	0.85
3878	0	0	0	20	0	0	40	58.08	11.15	-19.04
3879	0	0	0	40	0	70	70	24.49	-3.07	-18
3880	0	0	0	40	100	70	40	21.8	12.88	18.99
3881	0	70	0	20	70	0	0	45.35	56.74	36.84
3882	70	100	20	40	0	0	0	22.58	23.94	-20.09
3883	20	40	70	40	0	0	0	48.04	8.63	26.42
3884	0	0	100	20	40	0	0	67.03	21.87	78.71
3885	0	100	40	0	0	0	40	35.66	58.49	4.6
3886	0	40	0	0	100	0	100	21.47	36.45	18.01
3887	70	40	40	20	0	0	0	43.73	-10.19	-10.64
3888	20	100	0	40	0	0	0	31.1	47.69	-11.55
3889	40	20	0	0	0	0	70	34.43	22.89	-42.79
3890	100	0	20	0	0	70	0	47.29	-59.97	-20.44
3891	0	0	0	20	0	40	70	33.14	6.5	-25.69
3892	40	100	0	0	0	100	0	19.49	2.71	-26.89
3893	100	0	100	100	0	0	100	10.4	4.67	0.86
3894	0	40	0	0	0	40	0	62.57	2.38	-8.85
3895	0	40	0	0	0	40	0	62.57	2.38	-8.85
3896	0	0	40	0	70	70	40	33.31	9.24	25.34
3897	0	0	40	0	40	70	40	38.69	-5.98	16.63
3898	100	40	0	0	40	0	40	24.35	4.65	-29
3899	0	70	0	0	70	40	70	22.27	31.77	9.35
3900	20	70	20	60	0	0	0	31.68	22.45	-2.88
3901	100	40	0	40	0	40	0	29.45	-19.42	-28.68
3902	0	40	0	0	0	70	40	37.47	-6.08	-16.88
3903	0	40	0	0	0	70	70	26.12	6.21	-24
3904	70	100	0	0	70	0	0	27.4	33.7	7.4
3905	70	100	0	40	40	0	0	22.25	23.19	-6.88
3906	70	70	0	0	70	0	40	23.08	24.45	0.25
3907	40	40	0	0	100	0	40	31.43	37.25	30.34
3908	40	0	100	40	0	0	40	37.22	-7.63	27.93
3909	0	70	0	0	40	70	40	24.83	19.06	-2.3
3910	40	70	0	40	0	100	0	21.66	-15.25	-15.16
3911	40	0	70	0	70	40	0	45.58	8.89	44.17
3912	70	40	40	0	0	0	100	16.65	23.73	-33.44
3913	70	40	70	0	0	0	100	16.69	16.97	-19.02
3914	100	100	0	0	0	40	40	18.1	14.1	-36.34
3915	0	70	70	40	0	70	0	28.58	1.83	13.6
3916	100	70	40	0	70	0	0	23.19	6.34	3.39
3917	0	70	70	0	0	70	70	20.94	12.86	1.62
3918	0	100	0	0	70	100	0	18.43	15.03	6.13
3919	0	70	100	0	0	40	0	46.55	25.57	42.5
3920	0	70	40	0	40	70	0	34.12	19.36	16.77
3921	0	70	40	60	0	0	0	33.95	27.1	8.41
3922	0	40	0	40	100	40	0	32.03	31	35.81
3923	0	100	40	0	0	70	0	28.26	31.52	-1.47
3924	40	70	0	40	40	0	0	32.54	28.83	1.61
3925	100	0	70	100	0	0	0	13.03	-6.89	0.94
3926	70	0	0	0	100	0	70	20.23	18.64	9.7
3927	0	40	0	0	0	40	0	62.57	2.38	-8.85
3928	0	40	0	0	0	40	0	62.57	2.38	-8.85
3929	40	40	0	40	40	0	100	13.67	22.2	-15.61
3930	40	40	100	0	0	100	40	30.12	-28.25	15.14
3931	0	40	100	0	40	0	70	34.18	37.74	33.88
3932	0	0	40	80	40	0	100	12.61	12.62	0.23
3933	100	40	0	40	40	0	100	13.17	18.6	-19.39
3934	0	70	0	80	40	70	0	16.19	4.4	3.5
3935	40	0	70	0	70	100	0	33.23	-20.26	28.91
3936	100	0	70	0	0	40	40	33.54	-39.16	-4.7
3937	100	100	0	0	0	40	100	13.17	20.91	-35.07
3938	0	0	70	0	40	40	100	20.23	20.13	5.04
3939	0	0	40	40	40	40	100	14.74	17.47	-5.17
3940	0	70	0	80	0	70	70	12.14	7.52	-4.86
3941	0	0	40	40	100	40	100	15.82	14.58	11.22
3942	40	40	40	40	0	40	100	12.86	13.46	-14.55
3943	40	40	100	0	40	100	0	35.12	-30.74	29.99
3944	0	0	100	0	40	70	70	28.1	2.62	24.17
3945	0	0	70	80	40	0	70	17.12	11.47	8.4
3946	40	0	40	40	40	40	100	13.33	12.82	-7.72
3947	70	100	0	0	40	0	70	17.4	26.23	-16.6
3948	40	0	0	40	100	100	40	13.95	3.54	6.63
3949	0	40	40	40	0	100	40	24.35	-18.72	2.84
3950	40	40	100	0	0	40	40	38.03	-2.92	26.34
3951	0	40	0	80	0	40	0	25.06	-0.14	-3.07
3952	100	0	40	80	40	0	0	18.98	-10.06	0.75
3953	0	40	40	0	70	100	0	29.25	-4.13	22.22
3954	40	100	0	40	40	100	0	13.11	4.39	-8.07
3955	100	40	0	40	0	40	100	13.46	17.05	-28.37
3956	0	40	70	0	40	100	0	35.42	-20.65	26.65
3957	0	0	100	40	0	40	70	27.13	-1.12	19.2
3958	100	40	100	40	0	40	40	18.9	-22.23	1.9
3959	0	40	0	0	40	100	70	18.09	0.78	-8.77
3960	0	40	0	0	0	40	0	62.57	2.38	-8.85
3961	0	0	0	40	0	0	40	48.74	9.56	-16.37
3962	40	70	20	0	0	0	0	48.07	30.94	-14.39
3963	0	0	100	100	40	0	0	17.09	1.37	10.38
3964	0	0	70	40	0	0	0	65.58	-4.34	43.22
3965	40	0	0	80	0	0	70	16.48	9.03	-15.64
3966	0	40	100	100	0	0	0	14.6	-0.4	6.19
3967	0	100	70	0	100	0	0	46.64	71.1	62.51
3968	0	0	100	0	0	70	0	67.17	-47.36	64.73
3969	20	20	40	0	0	0	0	75.48	1.93	14.9
3970	100	0	100	40	0	70	0	32.74	-51.89	15.35
3971	0	0	0	80	0	0	70	18.69	11.25	-12.98
3972	0	40	100	80	0	0	0	27.55	6.53	23.99
3973	0	0	70	80	100	0	0	28.3	19.6	32.89
3974	40	0	40	100	0	100	0	13.02	-8.93	2.77
3975	100	40	40	0	0	0	0	41.16	-29.04	-25.13
3976	100	0	100	40	0	0	0	36.61	-48.49	16.76
3977	40	40	0	80	0	0	0	25.7	3.89	-8.72
3978	100	0	100	40	0	40	0	34.3	-50.57	15.91
3979	0	100	40	40	100	0	0	34.6	51.17	42.38
3980	0	100	40	0	70	0	0	46.78	71.23	50.51
3981	0	0	70	80	0	0	0	34.66	-3.35	21.33
3982	70	70	100	40	0	0	0	27.87	1.79	13.74
3983	0	40	70	0	100	0	0	57.11	62.18	79.58
3984	40	0	40	80	0	100	0	21.73	-26.38	4.7
3985	70	100	20	0	0	0	0	29.61	34.33	-28.32
3986	0	0	70	80	40	0	0	31.19	8.87	25.64
3987	40	70	100	40	0	0	0	33.93	16.86	25.64
3988	70	0	70	80	0	40	0	22.67	-20.56	6.73
3989	10	30	85	0	0	0	0	72.14	11.63	58.06
3990	40	70	0	80	0	0	100	11.27	12.99	-10.12
3991	100	70	0	40	0	0	40	19.26	10.24	-33.23
3992	0	100	0	100	0	0	40	12.42	8.06	1.79
3993	0	0	0	40	0	0	40	48.74	9.56	-16.37
3994	0	0	0	40	0	0	40	48.74	9.56	-16.37
3995	40	0	0	20	0	0	0	69.1	-11.23	-21.56
3996	0	0	40	20	40	0	0	68.28	22.72	42.2
3997	40	0	0	0	0	100	40	38.17	-40.82	-18.65
3998	0	0	0	0	100	100	70	16.77	6.61	10.77
3999	20	0	0	0	0	100	100	17.62	6.51	-32.47
4000	40	40	0	0	40	0	40	37.31	27.36	-8.93
4001	0	0	0	80	70	0	40	21.45	14.58	12.16
4002	40	20	70	80	0	0	0	26.68	-5.37	11.68
4003	0	0	20	0	0	70	0	69.13	-48.39	10.6
4004	40	0	0	80	0	40	40	19.85	-2.93	-9.67
4005	20	0	0	0	0	70	100	18.28	16.64	-39.28
4006	70	40	20	20	0	0	0	44.78	-6.62	-22.48
4007	0	70	0	40	70	0	70	21.53	31.98	11.25
4008	0	0	0	80	40	70	70	13.64	4.28	-0.74
4009	0	0	0	80	40	0	100	12.33	13.46	-5.11
4010	70	0	0	0	0	70	100	18.21	14.03	-42.38
4011	0	0	20	0	100	100	0	31.11	0.42	34.96
4012	40	0	0	0	0	100	70	27.02	-16.8	-26.3
4013	20	0	0	0	0	40	70	35.71	5.18	-33.22
4014	0	0	100	0	40	100	0	47.57	-37.02	49.47
4015	100	20	100	20	0	0	0	38.56	-47.34	15.65
4016	0	0	20	20	0	100	0	51.73	-65.97	9.28
4017	70	0	0	0	0	100	40	35.23	-36.37	-24.62
4018	40	100	0	20	0	0	0	32.63	47.99	-21.35
4019	0	0	20	40	40	0	0	57.94	19.63	26.15
4020	40	70	70	20	0	0	0	40.75	22.13	15.28
4021	0	0	70	0	40	100	0	46.76	-39.16	38.68
4022	20	100	100	20	0	0	0	36.57	49.59	29.43
4023	70	40	20	40	0	0	0	38.11	-5.86	-18.7
4024	100	0	0	80	0	40	100	11.43	8.6	-14.63
4025	0	0	40	0	100	100	0	32.53	0.45	37.88
4026	0	0	0	40	0	0	40	48.74	9.56	-16.37
4027	0	0	0	40	0	0	40	48.74	9.56	-16.37
4028	70	70	0	40	100	0	0	22.8	20.38	17.74
4029	70	0	0	60	0	0	0	38.53	-15.12	-22.51
4030	0	70	70	0	0	0	40	42.4	43.43	20.98
4031	0	0	100	0	0	40	70	37.38	-2	29
4032	0	70	40	0	0	70	0	39.33	4.07	4.99
4033	70	40	70	0	40	0	0	40.22	5.4	19.82
4034	40	0	100	60	0	0	0	41.53	-15.21	36.44
4035	100	0	0	40	100	0	40	16.62	3.91	5.02
4036	100	0	0	40	40	0	40	22.85	-3.32	-21.46
4037	70	40	40	0	0	70	0	39.62	-37.18	-7
4038	0	100	0	0	0	70	0	28.11	33.4	-16.39
4039	20	20	100	60	0	0	0	41.49	-2.23	38.85
4040	70	70	70	0	0	0	70	20.65	16.03	-11.32
4041	0	70	40	0	0	0	100	20.58	39.16	-16
4042	0	0	40	0	0	70	40	47.97	-28.68	7.43
4043	40	100	0	0	40	40	0	28.09	35.58	-2.66
4044	0	0	70	0	0	70	100	19.47	4.37	-6.01
4045	0	70	0	0	100	70	0	29.45	32.85	30.66
4046	70	100	70	0	0	40	0	24.47	12.44	-5.18
4047	0	40	0	0	70	40	0	46.63	36.43	31.9
4048	100	0	70	0	0	0	100	17.55	7.63	-26.21
4049	70	70	40	0	0	70	0	29.89	-16.17	-12.32
4050	70	100	0	60	0	0	0	18.99	20.53	-20.02
4051	40	70	0	0	40	0	70	23.39	32.94	-12.48
4052	70	0	70	0	0	0	70	30.32	-5.09	-9.56
4053	20	0	40	60	0	0	0	48.5	-7.28	10.4
4054	70	70	40	0	0	0	100	15.41	24.49	-28.31
4055	40	0	70	0	0	0	100	20.84	19.75	-17.06
4056	40	100	100	0	0	40	0	29.32	28.6	15
4057	100	70	0	100	0	0	0	11.79	3.9	-2.05
4058	100	70	70	60	0	0	0	19.64	-8.07	-4.26
4059	0	0	0	40	0	0	40	48.74	9.56	-16.37
4060	0	0	0	40	0	0	40	48.74	9.56	-16.37
4061	100	40	100	0	0	40	40	26.05	-29.46	2.41
4062	0	40	70	0	100	0	70	32.26	44.88	37.72
4063	0	70	0	0	70	40	100	16.68	27.09	3.08
4064	40	0	0	80	40	0	70	14.99	9.1	-4.31
4065	40	0	100	40	40	100	0	32.3	-35.31	28.43
4066	40	0	0	80	70	0	40	18.1	8.61	6.93
4067	40	40	100	40	100	40	0	29.29	19.41	33.39
4068	0	0	40	80	0	100	70	14.01	-2.25	-0.41
4069	0	40	0	80	0	100	70	12.39	2.74	-4.98
4070	0	70	40	0	0	40	100	17	26.85	-14.68
4071	0	40	100	0	100	100	0	29.26	9.16	33.7
4072	100	0	0	40	40	100	40	21.47	-16.2	-7.61
4073	0	70	0	80	0	100	40	12.66	1.46	-4.32
4074	0	0	40	80	0	40	40	21.88	-3.38	1.99
4075	0	40	100	40	40	40	40	29.54	15.11	30.19
4076	100	40	40	0	40	0	40	27.38	0.84	-9.08
4077	0	40	0	40	40	100	40	20.89	-9.57	0.93
4078	100	40	0	0	0	100	100	15.48	9.84	-33.89
4079	0	100	100	0	100	40	0	35.77	52.66	43.69
4080	0	0	100	40	0	100	100	15.13	-2.93	4.22
4081	0	0	70	0	40	100	40	32.99	-22.63	22.84
4082	0	0	100	40	100	40	40	31	22.62	36.78
4083	0	40	70	0	0	70	100	16.87	11.37	-5.35
4084	100	100	40	0	0	40	40	16.99	7.71	-26.07
4085	70	0	0	40	70	100	0	20.78	-16.73	3.33
4086	40	0	0	80	100	40	0	18.95	4.37	14.57
4087	0	40	40	40	100	100	0	19.11	5.98	16.81
4088	100	40	100	0	40	0	100	14.94	7.6	-4.05
