ISO28178
FILE_DESCRIPTOR	"FOGRA60"
ORIGINATOR	"Fogra, www.fogra.org, developed by GMG GmbH & Co. KG"
CREATED	"February 2021"
TARGET_TYPE	"ISO12642-2"
INSTRUMENTATION	"D50, 2 degree, geometry 45/0, no polarisation filter, white backing, according to ISO 13655:2009 M1"
PRINT_CONDITIONS	"Offset printing, according to ISO 12647-9:2021, White coated metal 1, fluorescence No, tone value increase curves A (CMYK)"

# The following flag is intended to improve compatibility with legacy devices.
KEYWORD "TRACEABILITY"
TRACEABILITY	"NIST"

NUMBER_OF_FIELDS	8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	1617
BEGIN_DATA
364	20	100	55	0	36.148	49.248	15.142
365	20	85	55	0	39.446	42.860	15.404
366	20	70	55	0	44.358	33.050	17.577
367	20	55	55	0	49.676	22.982	19.927
368	20	40	55	0	54.910	13.462	22.796
369	20	30	55	0	58.881	6.798	24.984
370	20	20	55	0	63.167	0.099	27.064
371	20	10	55	0	67.682	-6.727	29.381
372	20	0	55	0	72.410	-14.003	32.428
373	20	100	40	0	36.186	50.217	8.231
374	20	85	40	0	39.666	43.707	7.594
375	20	70	40	0	44.700	33.765	8.797
376	20	55	40	0	50.220	23.554	10.240
377	20	40	40	0	55.563	14.026	12.250
378	20	30	40	0	59.513	7.507	13.830
379	20	20	40	0	63.813	0.904	15.424
380	20	10	40	0	68.381	-5.854	16.911
381	20	0	40	0	73.270	-13.013	19.314
382	20	100	30	0	36.172	50.966	3.427
383	20	85	30	0	39.811	44.393	2.216
384	20	70	30	0	44.941	34.312	2.758
385	20	55	30	0	50.640	23.899	3.669
386	20	40	30	0	56.030	14.412	5.103
387	20	30	30	0	59.969	8.016	6.225
388	20	20	30	0	64.318	1.499	7.545
389	20	10	30	0	68.905	-5.209	8.740
390	20	0	30	0	73.926	-12.271	10.743
391	100	100	10	20	17.439	16.568	-29.205
392	100	70	10	20	23.259	3.897	-31.762
393	100	40	10	20	30.636	-11.066	-33.037
394	100	20	10	20	36.134	-21.163	-33.825
395	100	10	10	20	39.088	-26.467	-34.372
396	100	0	10	20	42.273	-31.848	-34.507
397	30	100	55	0	33.746	44.496	11.349
398	30	85	55	0	36.783	38.572	11.663
399	30	70	55	0	41.675	28.838	13.444
400	30	55	55	0	46.873	18.799	15.568
401	30	40	55	0	51.965	9.384	18.283
402	30	30	55	0	55.740	2.944	20.284
403	30	20	55	0	59.846	-3.700	22.076
404	30	10	55	0	64.056	-10.517	24.134
405	30	0	55	0	68.933	-17.620	26.939
406	30	100	40	0	33.739	45.600	4.284
407	30	85	40	0	36.999	39.551	3.936
408	30	70	40	0	42.047	29.668	4.808
409	30	55	40	0	47.379	19.575	6.126
410	30	40	40	0	52.562	10.155	8.007
411	30	30	40	0	56.366	3.805	9.436
412	30	20	40	0	60.586	-2.752	10.816
413	30	10	40	0	64.816	-9.436	12.016
414	30	0	40	0	69.589	-16.542	14.141
415	30	100	30	0	33.657	46.605	-0.628
416	30	85	30	0	37.207	40.244	-1.521
417	30	70	30	0	42.324	30.226	-1.191
418	30	55	30	0	47.758	20.116	-0.302
419	30	40	30	0	52.998	10.713	1.052
420	30	30	30	0	56.848	4.391	2.066
421	30	20	30	0	61.142	-2.058	3.234
422	30	10	30	0	65.381	-8.627	4.093
423	30	0	30	0	70.064	-15.677	5.758
424	0	100	20	20	35.225	53.174	5.488
425	0	70	20	20	43.560	37.916	4.307
426	0	40	20	20	53.580	20.403	5.960
427	0	20	20	20	61.234	8.824	8.104
428	0	10	20	20	65.444	2.788	9.330
429	0	0	20	20	70.234	-3.583	11.110
430	40	100	55	0	31.343	40.009	7.639
431	40	85	55	0	34.346	34.110	7.897
432	40	70	55	0	39.061	24.314	9.314
433	40	55	55	0	43.998	14.405	11.154
434	40	40	55	0	48.853	5.064	13.433
435	40	30	55	0	52.508	-1.326	15.171
436	40	20	55	0	56.559	-7.863	16.935
437	40	10	55	0	60.589	-14.644	18.835
438	40	0	55	0	65.157	-21.685	21.138
439	40	100	40	0	31.322	41.179	0.514
440	40	85	40	0	34.515	35.205	0.107
441	40	70	40	0	39.486	25.201	0.788
442	40	55	40	0	44.501	15.281	1.857
443	40	40	40	0	49.496	5.920	3.390
444	40	30	40	0	53.205	-0.347	4.573
445	40	20	40	0	57.294	-6.772	5.840
446	40	10	40	0	61.348	-13.364	7.047
447	40	0	40	0	65.829	-20.286	8.686
448	40	100	30	0	31.315	42.085	-4.419
449	40	85	30	0	34.686	35.878	-5.410
450	40	70	30	0	39.766	25.841	-5.112
451	40	55	30	0	44.852	15.918	-4.464
452	40	40	30	0	49.972	6.588	-3.323
453	40	30	30	0	53.753	0.383	-2.475
454	40	20	30	0	57.815	-5.958	-1.552
455	40	10	30	0	61.903	-12.425	-0.697
456	40	0	30	0	66.352	-19.139	0.616
457	10	100	20	20	32.982	48.841	1.515
458	10	70	20	20	40.583	34.283	0.114
459	10	40	20	20	50.438	16.716	1.454
460	10	20	20	20	57.875	5.269	3.280
461	10	10	20	20	61.961	-0.698	4.373
462	10	0	20	20	66.432	-7.050	6.026
463	55	100	55	0	28.134	32.813	2.037
464	55	85	55	0	30.896	26.665	2.021
465	55	70	55	0	35.262	17.055	3.319
466	55	55	55	0	39.986	7.415	4.853
467	55	40	55	0	44.703	-1.697	6.719
468	55	30	55	0	48.122	-7.874	8.121
469	55	20	55	0	51.829	-14.443	9.492
470	55	10	55	0	55.611	-21.143	11.070
471	55	0	55	0	59.702	-28.026	13.131
472	55	100	40	0	28.092	34.273	-5.075
473	55	85	40	0	31.022	27.903	-5.746
474	55	70	40	0	35.570	18.100	-5.145
475	55	55	40	0	40.462	8.393	-4.339
476	55	40	40	0	45.381	-0.816	-3.177
477	55	30	40	0	48.794	-6.741	-2.266
478	55	20	40	0	52.518	-13.037	-1.324
479	55	10	40	0	56.377	-19.529	-0.342
480	55	0	40	0	60.571	-26.259	1.176
481	55	100	30	0	28.050	35.277	-9.981
482	55	85	30	0	31.158	28.796	-11.133
483	55	70	30	0	35.780	19.027	-10.877
484	55	55	30	0	40.774	9.194	-10.514
485	55	40	30	0	45.729	0.030	-9.716
